,Name,dist_obj
814,s7617,['K01OA8U']
815,s7893,"['K00P29Z', 'K01FJ3D']"
816,s8141,[]
817,s8504,"['K02CF4Q', 'K02PF2R', 'K02TU1B', 'K05EU0J', 'K11Uf2D', 'K13SA0N', 'K14UM8C', 'K14UR7L', 'K15RS0K']"
818,t0310,[]
819,t0564,[]
820,t2033,[]
821,t2474,[]
822,t2555,[]
823,t2678,[]
824,t2679,[]
825,t3137,[]
826,t3138,[]
827,t3893,[]
828,t3898,[]
829,t4000,[]
830,t4099,[]
831,t4102,[]
832,t4780,[]
833,t4856,[]
834,t4982,['K01XP5F']
835,t5426,"['z2203', 'J99D08N', 'K02PE7N']"
836,t5591,[]
837,t5632,[]
838,t5678,[]
839,t5756,[]
840,t5757,[]
841,t5758,[]
842,t5820,[]
843,t5915,[]
844,t5916,[]
845,t6004,[]
846,t6067,[]
847,t6068,[]
848,t6130,[]
849,t6416,[]
850,t8093,[]
851,t8094,['K15RR8V']
852,t8095,[]
853,t8168,[]
854,t8224,[]
855,t9176,['J98K66E']
856,t9177,[]
857,t9178,[]
858,t9179,[]
859,t9180,['J99D08Q']
860,t9181,[]
861,t9182,[]
862,t9239,[]
863,t9800,[]
864,t9801,[]
865,u0039,[]
866,u0414,[]
867,u0552,[]
868,u2274,[]
869,u4160,['K09DE3J']
870,u6442,[]
871,u7065,[]
872,u7070,[]
873,u7122,[]
874,u7129,[]
875,u8573,[]
876,v4372,[]
877,v4398,[]
878,v4441,[]
879,v5713,['K05ET6P']
880,v6162,[]
881,v6212,['K00GE6W']
882,v6256,[]
883,v6257,[]
884,v6357,[]
885,v6525,[]
886,v7578,[]
887,v7627,[]
888,v8559,[]
889,v8832,[]
890,v8833,[]
891,v8834,[]
892,v8835,[]
893,v8847,[]
894,v8991,[]
895,v8992,[]
896,v8993,[]
897,v8997,[]
898,v9062,[]
899,v9077,"['J95K01J', 'J99CB8W', 'K00SX1E', 'K01XP5E', 'K02PF3L', 'K03L06Z', 'K03Q90Z', 'K03Q91C', 'K04PA7U', 'K05P23D']"
900,v9246,[]
901,w1804,[]
902,w2301,[]
903,w3751,[]
904,w4778,[]
905,w5899,[]
906,w5912,[]
907,w5913,[]
908,w7670,['K04V78M']
909,w9683,[]
910,x0218,[]
911,x1370,[]
912,x1376,[]
913,x1392,[]
914,x1486,[]
915,x2044,[]
916,x2064,[]
917,x2147,[]
918,x2148,[]
919,x2149,[]
920,x2245,[]
921,x2487,[]
922,x3616,"['J99D08F', 'K00SX1G', 'K02TU1A', 'K04D71L']"
923,x3617,['K15VG6C']
924,x4337,[]
925,x4872,[]
926,x4994,[]
927,x7614,[]
928,x9752,[]
929,y0181,[]
930,y0217,[]
931,y1690,[]
932,y2572,[]
933,y2714,[]
934,y2715,[]
935,y2716,[]
936,y3108,[]
937,y6187,[]
938,y6357,[]
939,y6653,[]
940,y6985,[]
941,y6988,[]
942,y9221,[]
943,y9222,[]
944,z2019,['K01FJ3F']
945,z2026,[]
946,z2029,[]
947,z2045,"['K00SX1C', 'K02PF3J', 'K03UT1X']"
948,z2047,[]
949,z2048,[]
950,z2049,[]
951,z2051,[]
952,z2060,['K00QM6F']
